Soilcolor,Soil_pH,Potassium,Phosphorus,Zinc,Sulphur,Nitrogen,Annual_Humidity,Annual_Temperature,Annual_Precipitation,WindDirection_10m,Topsoil_Moisture,Cloud_Amount,WindSpeed_2m_Range,Pressure,label
gray,6.49,2.44,1.04,0.54,0.89,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,4.95,2.31,0.63,0.39,1.35,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,8.2,2.59,0.7,0.4,1.28,0.15,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5,2.65,0.79,0.46,1.28,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
gray,6.33,2.42,0.72,0.23,0.9,0.15,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.4,2.43,0.6,0.36,1.18,0.2,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.52,2.3,0.25,0.47,1.14,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,7.19,2.42,0.75,0.33,0.9,0.1,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.6,2.49,0.3,0.23,1.18,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.2,2.28,0.6,0.32,1.18,0.21,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.8,2.29,0.78,0.3,0.95,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,8,2.59,0.6,0.36,1.08,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.8,2.42,0.6,0.38,1.04,0.15,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.8,2.61,0.48,0.3,0.78,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.74,2.44,1.42,0.62,1.2,0.08,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.36,2.43,0.85,0.47,1.26,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
gray,6.36,2.36,1.13,0.35,0.92,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.5,2.8,1.61,0.56,0.85,0.21,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.7,2.42,0.3,0.3,0.78,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.4,2.43,0.7,0.34,0.95,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,7.1,3.03,2.02,0.64,1.08,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.6,2.43,0.78,0.4,1.15,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.5,2.52,0.7,0.38,0.85,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
gray,7.17,2.21,0.31,0.37,0.88,0.11,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.32,2.85,0.7,0.63,1.15,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.8,2.66,0.32,0.37,0.92,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
gray,5.9,2.46,0.65,0.27,0.8,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.3,2.68,0.78,0.49,0.78,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.27,2.29,0.35,0.47,1.23,0.19,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.13,2.19,0.49,0.24,1.36,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.3,2.54,0.95,0.4,1.04,0.25,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,4.81,2.31,0.62,0.39,1.38,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,6.1,2.48,1.2,0.7,0.95,0.46,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
gray,7.08,2.35,0.91,0.33,0.86,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
gray,7.09,2.38,1.17,0.23,0.83,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.7,2.39,0.6,0.3,0.78,0.05,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.8,2.74,1.04,0.41,0.95,0.08,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,7.9,2.56,0.48,0.23,0.85,0.02,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
gray,5.66,2.44,0.82,0.45,1.03,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.02,2.35,0.6,0.44,1.32,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.2,2.61,0.95,0.38,0.9,0.19,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.6,2.43,0.78,0.38,0.95,0.21,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.38,2.54,1.22,0.42,1.29,0.11,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.21,2.46,0.95,0.31,0.96,0.1,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,8.1,2.65,1.15,0.38,0.95,0.2,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
gray,5.62,2.45,1.06,0.31,0.93,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.7,2.41,0.6,0.36,0.85,0.03,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.5,2.56,0.7,0.59,1.08,0.19,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.5,2.84,1.38,0.53,1,0.35,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.7,2.47,0.48,0.34,1.11,0.2,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.2,2.36,0.3,0.28,1.41,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,5.98,2.45,0.93,0.39,1,0.11,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
gray,6.07,2.44,0.91,0.49,0.97,0.11,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.56,2.75,0.55,0.33,1.28,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,5.2,2.5,0.6,0.46,1.23,0.29,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.5,2.35,0.3,0.32,0.7,0.03,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.61,2.22,0.17,0.31,1.06,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,5.3,2.29,0.6,0.32,1.3,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.87,2.34,0.44,0.49,0.97,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,6,2.6,0.48,0.36,1.08,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.13,2.7,0.66,0.41,1.31,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.3,2.73,0.7,0.49,1.36,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
gray,5.79,2.48,0.84,0.31,0.94,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.8,2.53,1.52,0.43,1,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.5,2.43,1.3,0.57,0.95,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.16,2.34,0.37,0.45,1.29,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,7.1,2.45,1.23,0.38,0.9,0.04,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.53,2.45,0.72,0.4,1.03,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.2,2.61,2.11,0.62,0.9,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.43,1.95,0.7,0.34,1.13,0.29,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,5.6,2.51,0.85,0.38,0.85,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.4,2.41,0.3,0.28,1.32,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.4,2.31,0.6,0.34,1.11,0.2,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.5,2.2,0.3,0.26,1.34,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
gray,6.91,2.52,0.72,0.36,0.85,0.1,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.4,2.38,0.48,0.49,1.15,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.85,2.6,0.88,0.36,0.97,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.8,2.38,0.48,0.36,1,0.19,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,4.98,2.68,0.46,0.37,1.32,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,5.3,2.36,0.7,0.3,1.15,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.3,2.54,0.7,0.45,1.08,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.7,2.28,0.6,0.34,1.04,0.19,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,7,2.95,2.16,0.76,1.11,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.5,2.61,1.49,0.49,0.95,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.2,2.18,0.6,0.4,1.23,0.3,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,7.71,2.4,1.1,0.33,1.13,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.4,2.28,0.78,0.36,1.26,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.19,2.37,0.34,0.35,1.23,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.5,2.39,1.69,0.46,0.85,0.1,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
gray,6.86,2.51,0.69,0.36,0.89,0.1,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.39,2.39,0.62,0.41,1.17,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,7,2.6,1.81,0.51,0.85,0.1,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.6,2.97,1.92,0.51,0.9,0.07,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,4.8,2.16,0.48,0.36,1.32,0.2,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.08,2.75,0.48,0.44,1.26,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,5.7,2.18,0.7,0.3,0.95,0.19,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.7,2.59,1.66,0.4,0.85,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.6,2.65,1.84,0.43,0.7,0.21,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.22,2.78,0.45,0.48,1.18,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.8,2.55,1.49,0.45,0.78,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.7,2.35,1.04,0.38,1,0.19,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.1,2.56,0.47,0.34,1.29,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5,2.46,0.48,0.46,1.04,0.26,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.25,2.57,0.55,0.6,1.23,0.24,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,4.7,2.2,0.48,0.46,1.23,0.29,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.67,2.51,0.72,0.34,1.05,0.1,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.05,2.09,1.27,0.23,1.03,0.31,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,5.7,2.55,0.7,0.45,1.11,0.15,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
gray,6.06,2.24,0.37,0.48,0.89,0.12,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
gray,6.51,2.11,0.59,0.34,0.92,0.11,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.9,2.64,1.23,0.41,0.9,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.9,2.76,1.98,0.53,0.95,0.15,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.6,2.47,0.7,0.4,1.15,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.11,2.63,0.6,0.4,1.22,0.24,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,5.5,2.38,0.6,0.36,0.95,0.19,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,7.1,2.62,0.85,0.3,0.7,0.03,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,7.2,2.76,2.07,0.51,0.95,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.04,2.76,0.58,0.48,1.3,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.22,2.39,0.47,0.32,0.89,0.14,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.04,2.06,0.8,0.73,0.99,0.12,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.5,2.58,1.53,0.41,0.78,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,4.59,2.45,0.49,0.29,1.52,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,7.89,2.98,2.25,0.61,1.31,0.2,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,7.77,2.71,1.38,0.44,1.05,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.13,2.54,0.86,0.28,1.04,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.5,2.67,1.56,0.48,0.85,0.21,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.7,2.81,1.57,1,1.11,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.3,2.5,1.11,0.41,1.38,0.19,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.2,2.52,0.48,0.3,0.78,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.2,2.34,0.48,0.41,1.28,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,5.2,2.24,0.48,0.36,1.04,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,6,2.87,2.24,0.73,1,0.19,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.66,2.43,1.08,0.41,1.14,0.15,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,5.76,2.59,1.06,0.31,1.21,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.49,2.64,0.43,0.39,1.13,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,4.7,2.15,0.6,0.53,1.26,0.28,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.06,2.64,0.82,0.43,1.01,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,4.92,2.45,0.33,0.35,1.4,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,5.44,2.55,0.31,0.37,1.05,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.2,2.3,0.39,0.29,1.33,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.5,2.43,0.6,0.32,1,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,8,2.6,0.9,0.34,0.7,0.03,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.2,2.37,0.7,0.46,1.18,0.31,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.3,2.31,0.48,0.28,1.26,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.4,2.38,0.6,0.41,1.11,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.96,2.62,0.8,0.37,1.02,0.15,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,8.27,2.51,0.47,0.33,0.95,0.15,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,7.22,2.59,0.8,0.27,0.94,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.3,2.46,0.48,0.26,1.18,0.2,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.11,2.31,0.55,0.28,1.18,0.13,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,5.77,2.29,0.33,0.39,0.98,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.34,2.24,0.47,0.2,1.15,0.14,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.3,2.6,1.53,0.59,1,0.15,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.9,2.51,0.85,0.4,1,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.11,2.4,0.62,0.38,1.21,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.1,2.59,0.78,0.49,1.18,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.43,2.39,0.52,0.31,1.18,0.24,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,5.7,2.05,0.3,0.34,1,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.13,2.54,0.88,0.37,0.94,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.8,2.59,0.6,0.4,1.11,0.22,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.33,2.33,0.34,0.16,1.38,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,6,2.69,2.01,0.59,0.95,0.19,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,4.89,2.28,0.53,0.41,1.28,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,4.81,2.25,0.73,0.39,1.33,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.5,2.58,1.08,0.32,1,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,7,2.55,1.18,0.43,0.9,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.2,2.61,1.2,0.46,1.04,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,7.5,2.71,1.28,0.43,1.08,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5,2.18,0.6,0.23,1.28,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.5,2.56,0.48,0.26,1,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.96,2.62,1.14,0.39,1.22,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.8,2.44,0.6,0.45,0.9,0.27,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.8,2.77,0.95,0.4,1.15,0.15,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.4,2.62,0.78,0.3,1,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.9,2.33,1.51,0.37,0.91,0.06,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.5,2.43,0.48,0.38,0.95,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,7.12,2.73,1.65,0.56,0.99,0.15,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.2,2.57,0.6,0.3,1.26,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.53,2.58,1.23,0.43,1.13,0.08,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.6,3.07,2.16,0.77,1.15,0.22,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.62,1.93,0.97,0.39,0.99,0.07,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.16,2.36,0.64,0.28,1.31,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,5,2.4,0.64,0.45,1.36,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,7.1,2.67,1.34,0.38,0.95,0.1,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.5,2.54,1.32,0.43,1.04,0.07,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.8,2.68,1.56,0.45,0.95,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.84,1.81,0.94,0.31,1.04,0.04,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.1,2.57,0.48,0.3,1.41,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,7.77,2.43,0.43,0.4,1.1,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,6.25,1.81,1.1,0.42,1.19,0.01,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.6,2.73,0.7,0.51,1.04,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.3,1.85,0.3,0.28,1.18,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.3,2.51,0.48,0.38,1.18,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.91,2.8,1.95,0.53,1.1,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,4.9,2.29,0.48,0.28,1.34,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.6,2.47,0.48,0.36,1,0.11,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.5,2.59,0.7,0.48,1.11,0.09,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,6.9,2.61,1.28,0.38,0.78,0.08,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,6.2,2.9,0.99,0.59,1.04,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,5.8,2.68,0.85,0.49,0.9,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,6.8,2.82,0.7,0.54,1.08,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,6.3,2.78,1.64,0.54,0.78,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.9,2.73,0.85,0.45,0.9,0.1,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.5,2.76,2.07,0.43,0.85,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.25,2.33,0.32,0.26,1.22,0.15,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,5,2.51,0.6,0.36,1.2,0.15,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.55,2.2,0.43,0.3,0.02,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
gray,5.25,2.38,0.78,0.38,1.15,0.15,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
black,7.3,2.51,0.7,0.36,0.78,0.04,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.4,2.35,0.48,0.38,1.2,0.26,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,6.7,2.91,2.04,0.6,0.9,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,7.9,2.51,0.6,0.4,1,0.04,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.8,2.47,1,0.41,0.95,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,6.1,2.78,1.88,0.62,1,0.21,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,7.9,3.08,2.15,0.7,1,0.11,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
black,5.9,2.53,1.11,0.46,0.85,0.15,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
brown,5.4,2.05,0.3,0.48,1.15,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,6.38,1.7,0.9,0.28,0.76,0.35,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Teff
black,6,2.51,0.6,0.26,0.85,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Teff
red,5.4,2.68,0.48,0.43,1.11,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
red,6.51,1.87,0.61,0.48,1.11,0.15,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Teff
red,4.67,2.38,0.29,0.41,1.17,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
brown,7.6,2.65,0.9,0.4,0.85,0.06,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Teff
